ROW\COL,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP
44,1190043701,"=VLOOKUP(A44,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A44,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A44,'Aji Plus'!$A$2:$D$58,4,0)",1474,1569,1537,1665,1532,1780,1920,1788,1324,1837,1537,1488,,"=VLOOKUP(A44,Actual_RDM!$A$2:$H$63,3,0)","=VLOOKUP(A44,Actual_RDM!$A$2:$H$63,4,0)","=VLOOKUP(A44,Actual_RDM!$A$2:$H$63,5,0)","=VLOOKUP(A44,Actual_RDM!$A$2:$H$63,6,0)","=VLOOKUP(A44,Actual_RDM!$A$2:$H$63,7,0)","=VLOOKUP(A44,Actual_RDM!$A$2:$H$63,8,0)",,,,,,,,=R44/E44,=S44/F44,=T44/G44,=U44/H44,=V44/I44,=W44/J44,=X44/K44,=Y44/L44,=Z44/M44,=AA44/N44,=AB44/O44,=AC44/P44,,"=ROUND(AE44,4)","=ROUND(AF44,4)","=ROUND(AG44,4)","=ROUND(AH44,4)","=ROUND(AI44,4)","=ROUND(AJ44,4)","=ROUND(AK44,4)","=ROUND(AL44,4)","=ROUND(AM44,4)","=ROUND(AN44,4)","=ROUND(AO44,4)","=ROUND(AP44,4)",,"=IFERROR(VLOOKUP(AR44,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AS44,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AT44,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AU44,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AV44,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AW44,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AX44,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AY44,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AZ44,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BA44,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BB44,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BC44,'Top WS'!$A$19:$D$28,4),0)"
45,1190043702,"=VLOOKUP(A45,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A45,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A45,'Aji Plus'!$A$2:$D$58,4,0)",680,723,709,768,706,821,885,825,610,847,709,686,,"=VLOOKUP(A45,Actual_RDM!$A$2:$H$63,3,0)","=VLOOKUP(A45,Actual_RDM!$A$2:$H$63,4,0)","=VLOOKUP(A45,Actual_RDM!$A$2:$H$63,5,0)","=VLOOKUP(A45,Actual_RDM!$A$2:$H$63,6,0)","=VLOOKUP(A45,Actual_RDM!$A$2:$H$63,7,0)","=VLOOKUP(A45,Actual_RDM!$A$2:$H$63,8,0)",,,,,,,,=R45/E45,=S45/F45,=T45/G45,=U45/H45,=V45/I45,=W45/J45,=X45/K45,=Y45/L45,=Z45/M45,=AA45/N45,=AB45/O45,=AC45/P45,,"=ROUND(AE45,4)","=ROUND(AF45,4)","=ROUND(AG45,4)","=ROUND(AH45,4)","=ROUND(AI45,4)","=ROUND(AJ45,4)","=ROUND(AK45,4)","=ROUND(AL45,4)","=ROUND(AM45,4)","=ROUND(AN45,4)","=ROUND(AO45,4)","=ROUND(AP45,4)",,"=IFERROR(VLOOKUP(AR45,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AS45,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AT45,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AU45,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AV45,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AW45,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AX45,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AY45,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AZ45,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BA45,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BB45,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BC45,'Top WS'!$A$19:$D$28,4),0)"
46,1190043801,"=VLOOKUP(A46,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A46,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A46,'Aji Plus'!$A$2:$D$58,4,0)",1251.8794689966523,1253.7520646438686,1230.886686214706,1219.6511123314103,1292.248688844002,1240.742452779,1240.6044720471,1264.3568694670491,1268.2794645596382,1288.8977282121418,1195.5833303814036,1237.8251458759692,,"=VLOOKUP(A46,Actual_RDM!$A$2:$H$63,3,0)","=VLOOKUP(A46,Actual_RDM!$A$2:$H$63,4,0)","=VLOOKUP(A46,Actual_RDM!$A$2:$H$63,5,0)","=VLOOKUP(A46,Actual_RDM!$A$2:$H$63,6,0)","=VLOOKUP(A46,Actual_RDM!$A$2:$H$63,7,0)","=VLOOKUP(A46,Actual_RDM!$A$2:$H$63,8,0)",,,,,,,,=R46/E46,=S46/F46,=T46/G46,=U46/H46,=V46/I46,=W46/J46,=X46/K46,=Y46/L46,=Z46/M46,=AA46/N46,=AB46/O46,=AC46/P46,,"=ROUND(AE46,4)","=ROUND(AF46,4)","=ROUND(AG46,4)","=ROUND(AH46,4)","=ROUND(AI46,4)","=ROUND(AJ46,4)","=ROUND(AK46,4)","=ROUND(AL46,4)","=ROUND(AM46,4)","=ROUND(AN46,4)","=ROUND(AO46,4)","=ROUND(AP46,4)",,"=IFERROR(VLOOKUP(AR46,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AS46,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AT46,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AU46,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AV46,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AW46,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AX46,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AY46,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AZ46,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BA46,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BB46,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BC46,'Top WS'!$A$19:$D$28,4),0)"
47,1190043802,"=VLOOKUP(A47,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A47,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A47,'Aji Plus'!$A$2:$D$58,4,0)",442.3888814374435,443.05061886047235,434.97045664243694,431.0000321042642,456.65454714652697,438.45328518469347,438.4045255851019,446.79814237194057,448.18430813175866,455.4703854421597,422.49496480407333,437.42236793618554,,"=VLOOKUP(A47,Actual_RDM!$A$2:$H$63,3,0)","=VLOOKUP(A47,Actual_RDM!$A$2:$H$63,4,0)","=VLOOKUP(A47,Actual_RDM!$A$2:$H$63,5,0)","=VLOOKUP(A47,Actual_RDM!$A$2:$H$63,6,0)","=VLOOKUP(A47,Actual_RDM!$A$2:$H$63,7,0)","=VLOOKUP(A47,Actual_RDM!$A$2:$H$63,8,0)",,,,,,,,=R47/E47,=S47/F47,=T47/G47,=U47/H47,=V47/I47,=W47/J47,=X47/K47,=Y47/L47,=Z47/M47,=AA47/N47,=AB47/O47,=AC47/P47,,"=ROUND(AE47,4)","=ROUND(AF47,4)","=ROUND(AG47,4)","=ROUND(AH47,4)","=ROUND(AI47,4)","=ROUND(AJ47,4)","=ROUND(AK47,4)","=ROUND(AL47,4)","=ROUND(AM47,4)","=ROUND(AN47,4)","=ROUND(AO47,4)","=ROUND(AP47,4)",,"=IFERROR(VLOOKUP(AR47,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AS47,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AT47,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AU47,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AV47,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AW47,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AX47,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AY47,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AZ47,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BA47,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BB47,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BC47,'Top WS'!$A$19:$D$28,4),0)"
48,1190043901,"=VLOOKUP(A48,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A48,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A48,'Aji Plus'!$A$2:$D$58,4,0)",620.688495597769,621.6169384741947,610.2801622988931,604.7095050403395,640.7037693969226,615.1667037537644,615.0982921733962,626.8748570796364,628.8197005786752,639.0423453022663,592.7765708075434,613.7202874831225,,"=VLOOKUP(A48,Actual_RDM!$A$2:$H$63,3,0)","=VLOOKUP(A48,Actual_RDM!$A$2:$H$63,4,0)","=VLOOKUP(A48,Actual_RDM!$A$2:$H$63,5,0)","=VLOOKUP(A48,Actual_RDM!$A$2:$H$63,6,0)","=VLOOKUP(A48,Actual_RDM!$A$2:$H$63,7,0)","=VLOOKUP(A48,Actual_RDM!$A$2:$H$63,8,0)",,,,,,,,=R48/E48,=S48/F48,=T48/G48,=U48/H48,=V48/I48,=W48/J48,=X48/K48,=Y48/L48,=Z48/M48,=AA48/N48,=AB48/O48,=AC48/P48,,"=ROUND(AE48,4)","=ROUND(AF48,4)","=ROUND(AG48,4)","=ROUND(AH48,4)","=ROUND(AI48,4)","=ROUND(AJ48,4)","=ROUND(AK48,4)","=ROUND(AL48,4)","=ROUND(AM48,4)","=ROUND(AN48,4)","=ROUND(AO48,4)","=ROUND(AP48,4)",,"=IFERROR(VLOOKUP(AR48,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AS48,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AT48,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AU48,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AV48,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AW48,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AX48,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AY48,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AZ48,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BA48,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BB48,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BC48,'Top WS'!$A$19:$D$28,4),0)"
49,1190043902,"=VLOOKUP(A49,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A49,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A49,'Aji Plus'!$A$2:$D$58,4,0)",1311.6796969831287,1313.6417434516125,1289.6841234153912,1277.911844604489,1353.9772882194925,1300.0106837758312,1299.866111930785,1324.7531223994463,1328.8630934229013,1350.4662576969426,1252.6943842042933,1296.954021909141,,"=VLOOKUP(A49,Actual_RDM!$A$2:$H$63,3,0)","=VLOOKUP(A49,Actual_RDM!$A$2:$H$63,4,0)","=VLOOKUP(A49,Actual_RDM!$A$2:$H$63,5,0)","=VLOOKUP(A49,Actual_RDM!$A$2:$H$63,6,0)","=VLOOKUP(A49,Actual_RDM!$A$2:$H$63,7,0)","=VLOOKUP(A49,Actual_RDM!$A$2:$H$63,8,0)",,,,,,,,=R49/E49,=S49/F49,=T49/G49,=U49/H49,=V49/I49,=W49/J49,=X49/K49,=Y49/L49,=Z49/M49,=AA49/N49,=AB49/O49,=AC49/P49,,"=ROUND(AE49,4)","=ROUND(AF49,4)","=ROUND(AG49,4)","=ROUND(AH49,4)","=ROUND(AI49,4)","=ROUND(AJ49,4)","=ROUND(AK49,4)","=ROUND(AL49,4)","=ROUND(AM49,4)","=ROUND(AN49,4)","=ROUND(AO49,4)","=ROUND(AP49,4)",,"=IFERROR(VLOOKUP(AR49,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AS49,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AT49,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AU49,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AV49,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AW49,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AX49,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AY49,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AZ49,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BA49,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BB49,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BC49,'Top WS'!$A$19:$D$28,4),0)"
50,1190044001,"=VLOOKUP(A50,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A50,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A50,'Aji Plus'!$A$2:$D$58,4,0)",914.9751213671998,916.3437662503661,899.6318918874949,891.4200225884978,944.480223690614,906.835286009422,906.7344384917151,924.0946183255598,926.9615691860868,942.0310696891587,873.8293341427511,904.7030813493317,,"=VLOOKUP(A50,Actual_RDM!$A$2:$H$63,3,0)","=VLOOKUP(A50,Actual_RDM!$A$2:$H$63,4,0)","=VLOOKUP(A50,Actual_RDM!$A$2:$H$63,5,0)","=VLOOKUP(A50,Actual_RDM!$A$2:$H$63,6,0)","=VLOOKUP(A50,Actual_RDM!$A$2:$H$63,7,0)","=VLOOKUP(A50,Actual_RDM!$A$2:$H$63,8,0)",,,,,,,,=R50/E50,=S50/F50,=T50/G50,=U50/H50,=V50/I50,=W50/J50,=X50/K50,=Y50/L50,=Z50/M50,=AA50/N50,=AB50/O50,=AC50/P50,,"=ROUND(AE50,4)","=ROUND(AF50,4)","=ROUND(AG50,4)","=ROUND(AH50,4)","=ROUND(AI50,4)","=ROUND(AJ50,4)","=ROUND(AK50,4)","=ROUND(AL50,4)","=ROUND(AM50,4)","=ROUND(AN50,4)","=ROUND(AO50,4)","=ROUND(AP50,4)",,"=IFERROR(VLOOKUP(AR50,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AS50,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AT50,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AU50,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AV50,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AW50,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AX50,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AY50,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AZ50,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BA50,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BB50,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BC50,'Top WS'!$A$19:$D$28,4),0)"
51,1190044002,"=VLOOKUP(A51,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A51,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A51,'Aji Plus'!$A$2:$D$58,4,0)",258.81532851441074,259.202471581784,254.47525096964864,252.15239256540966,267.1613180089395,256.51284606108624,256.4843197298061,261.3949239001709,262.20588674656307,266.46853567785064,247.17658535211885,255.9097179140207,,"=VLOOKUP(A51,Actual_RDM!$A$2:$H$63,3,0)","=VLOOKUP(A51,Actual_RDM!$A$2:$H$63,4,0)","=VLOOKUP(A51,Actual_RDM!$A$2:$H$63,5,0)","=VLOOKUP(A51,Actual_RDM!$A$2:$H$63,6,0)","=VLOOKUP(A51,Actual_RDM!$A$2:$H$63,7,0)","=VLOOKUP(A51,Actual_RDM!$A$2:$H$63,8,0)",,,,,,,,=R51/E51,=S51/F51,=T51/G51,=U51/H51,=V51/I51,=W51/J51,=X51/K51,=Y51/L51,=Z51/M51,=AA51/N51,=AB51/O51,=AC51/P51,,"=ROUND(AE51,4)","=ROUND(AF51,4)","=ROUND(AG51,4)","=ROUND(AH51,4)","=ROUND(AI51,4)","=ROUND(AJ51,4)","=ROUND(AK51,4)","=ROUND(AL51,4)","=ROUND(AM51,4)","=ROUND(AN51,4)","=ROUND(AO51,4)","=ROUND(AP51,4)",,"=IFERROR(VLOOKUP(AR51,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AS51,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AT51,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AU51,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AV51,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AW51,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AX51,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AY51,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AZ51,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BA51,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BB51,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BC51,'Top WS'!$A$19:$D$28,4),0)"
52,1190044101,"=VLOOKUP(A52,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A52,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A52,'Aji Plus'!$A$2:$D$58,4,0)",1715,1718.5565640620894,1687.2142857142862,1671.8133385951069,1771.3250723493823,1700.723888450408,1700.5347540121022,1733.0928966061567,1738.469718495133,1766.7318074191005,1638.8228887134962,1696.725046040516,,"=VLOOKUP(A52,Actual_RDM!$A$2:$H$63,3,0)","=VLOOKUP(A52,Actual_RDM!$A$2:$H$63,4,0)","=VLOOKUP(A52,Actual_RDM!$A$2:$H$63,5,0)","=VLOOKUP(A52,Actual_RDM!$A$2:$H$63,6,0)","=VLOOKUP(A52,Actual_RDM!$A$2:$H$63,7,0)","=VLOOKUP(A52,Actual_RDM!$A$2:$H$63,8,0)",,,,,,,,=R52/E52,=S52/F52,=T52/G52,=U52/H52,=V52/I52,=W52/J52,=X52/K52,=Y52/L52,=Z52/M52,=AA52/N52,=AB52/O52,=AC52/P52,,"=ROUND(AE52,4)","=ROUND(AF52,4)","=ROUND(AG52,4)","=ROUND(AH52,4)","=ROUND(AI52,4)","=ROUND(AJ52,4)","=ROUND(AK52,4)","=ROUND(AL52,4)","=ROUND(AM52,4)","=ROUND(AN52,4)","=ROUND(AO52,4)","=ROUND(AP52,4)",,"=IFERROR(VLOOKUP(AR52,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AS52,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AT52,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AU52,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AV52,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AW52,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AX52,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AY52,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AZ52,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BA52,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BB52,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BC52,'Top WS'!$A$19:$D$28,4),0)"
53,1190054201,"=VLOOKUP(A53,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A53,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A53,'Aji Plus'!$A$2:$D$58,4,0)",2272.464272567131,2305.385097572694,2270.493659802715,2374.5594015236466,2060.913196387014,2487.0292270928303,2845.1011582272845,2145.475667660108,2099.91973728269,2975.451396673608,2003.4466506246627,2027.7605345856368,,"=VLOOKUP(A53,Actual_RDM!$A$2:$H$63,3,0)","=VLOOKUP(A53,Actual_RDM!$A$2:$H$63,4,0)","=VLOOKUP(A53,Actual_RDM!$A$2:$H$63,5,0)","=VLOOKUP(A53,Actual_RDM!$A$2:$H$63,6,0)","=VLOOKUP(A53,Actual_RDM!$A$2:$H$63,7,0)","=VLOOKUP(A53,Actual_RDM!$A$2:$H$63,8,0)",,,,,,,,=R53/E53,=S53/F53,=T53/G53,=U53/H53,=V53/I53,=W53/J53,=X53/K53,=Y53/L53,=Z53/M53,=AA53/N53,=AB53/O53,=AC53/P53,,"=ROUND(AE53,4)","=ROUND(AF53,4)","=ROUND(AG53,4)","=ROUND(AH53,4)","=ROUND(AI53,4)","=ROUND(AJ53,4)","=ROUND(AK53,4)","=ROUND(AL53,4)","=ROUND(AM53,4)","=ROUND(AN53,4)","=ROUND(AO53,4)","=ROUND(AP53,4)",,"=IFERROR(VLOOKUP(AR53,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AS53,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AT53,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AU53,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AV53,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AW53,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AX53,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AY53,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AZ53,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BA53,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BB53,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BC53,'Top WS'!$A$19:$D$28,4),0)"
54,1190054202,"=VLOOKUP(A54,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A54,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A54,'Aji Plus'!$A$2:$D$58,4,0)",994.9981718768528,1009.41255061655,994.1353393466601,1039.700510169066,902.3705620178823,1088.9454079584727,1245.727154180039,939.3962285341121,919.449570630235,1302.8009883095797,877.2088427918089,887.8546735687506,,"=VLOOKUP(A54,Actual_RDM!$A$2:$H$63,3,0)","=VLOOKUP(A54,Actual_RDM!$A$2:$H$63,4,0)","=VLOOKUP(A54,Actual_RDM!$A$2:$H$63,5,0)","=VLOOKUP(A54,Actual_RDM!$A$2:$H$63,6,0)","=VLOOKUP(A54,Actual_RDM!$A$2:$H$63,7,0)","=VLOOKUP(A54,Actual_RDM!$A$2:$H$63,8,0)",,,,,,,,=R54/E54,=S54/F54,=T54/G54,=U54/H54,=V54/I54,=W54/J54,=X54/K54,=Y54/L54,=Z54/M54,=AA54/N54,=AB54/O54,=AC54/P54,,"=ROUND(AE54,4)","=ROUND(AF54,4)","=ROUND(AG54,4)","=ROUND(AH54,4)","=ROUND(AI54,4)","=ROUND(AJ54,4)","=ROUND(AK54,4)","=ROUND(AL54,4)","=ROUND(AM54,4)","=ROUND(AN54,4)","=ROUND(AO54,4)","=ROUND(AP54,4)",,"=IFERROR(VLOOKUP(AR54,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AS54,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AT54,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AU54,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AV54,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AW54,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AX54,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AY54,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(AZ54,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BA54,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BB54,'Top WS'!$A$19:$D$28,4),0)","=IFERROR(VLOOKUP(BC54,'Top WS'!$A$19:$D$28,4),0)"
